"","Bacteroidales bacterium","Alistipes putredinis","Alistipes finegoldii","Alistipes onderdonkii","Alistipes shahii","Odoribacter splanchnicus","Parabacteroides distasonis","Parabacteroides merdae","Prevotella copri","Bacteroides fragilis","Bacteroides cellulosilyticus","Bacteroides stercoris","Bacteroides uniformis","Bacteroides thetaiotaomicron","Bacteroides xylanisolvens","Bacteroides caccae","Bacteroides vulgatus","Barnesiella intestinihominis","Akkermansia muciniphila","Dialister invisus","Phascolarctobacterium species","Eubacterium eligens","Eubacterium rectale","Oscillibacter species","Ruminococcus bromii","Ruminococcus bicirculans","Faecalibacterium prausnitzii"
"Bacteroides uniformis",0.841072725099138,41.6896353115462,16.3704056929216,39.1723786082432,2.35039809196156,2.14731058407664,2.1604015113976,2.35327759560346,4.7215195880708,15.7482130981011,36.1116534831936,23.912667870353,0,8.05197344400426,1.70169725186838,17.3964292537923,0.826598665983284,0.0050312204691636,0.101839167770095,0.218676807489374,14.5730382921679,0.0694192076009586,0.234499195176114,7.87184962396896,1.1515527167835,2.42925264572136,2.53480157785134
"Bacteroides thetaiotaomicron",7.07060276278526,30.8928256433678,12.1252815502685,26.9388002752194,3.59071849052088,1.1957575089591,75.5989522186974,8.6430286918594,5.73286504426688,80.7504955278756,87.7571978946662,66.0295776154548,8.05197344400426,0,29.9637255951092,85.7249835059866,18.2364506558667,0.0767152754606286,14.5090686210106,25.4053954128886,80.8582816879202,11.3392373271888,25.6381373930708,3.44455973504864,5.53405799248686,41.3653109050948,24.2289688297988
"Bacteroides xylanisolvens",1.85008241982268,67.0819057366002,20.5852992230848,61.4870718260244,8.28122634261126,4.4533094046301,6.2022559243901,3.87759108727324,15.8220658525925,18.6002230363706,17.0555402291225,6.40048931580122,1.70169725186838,29.9637255951092,0,16.1471232774802,0.459276476381774,0.792172338304226,1.65474068041976,2.02282023960288,20.145011707647,2.07073635126312,2.44279035821274,11.9331554022383,3.1591271047182,3.4395298086829,1.95291822842319
"Bacteroides caccae",16.2621977814201,105.517756975113,56.1267787126208,126.008418945283,19.0763148103656,25.6092316472396,15.3309332153767,30.0401468560918,58.2132690892754,6.980736236962,0.0974925733580676,4.66324365584796,17.3964292537923,85.7249835059866,16.1471232774802,0,16.3973401786463,0.0522518347206642,22.1319504752856,29.2721442492776,2.70968548944984,17.5075933067797,29.841254935628,48.5211636783424,18.9446801530889,14.0088551880426,26.1431498749148
"Bacteroides vulgatus",0.79317588070262,59.5555735528894,19.9739749916314,57.9489589069714,6.70190147802532,3.20638467910908,4.42023078391208,4.80249653888496,13.1903062634292,8.41604114669668,28.7099850851034,10.9913773280898,0.826598665983284,18.2364506558667,0.459276476381774,16.3973401786463,0,0.235673520630144,0.70132695562711,0.602587276652912,9.14243520945842,1.10235281970085,1.46730322779172,11.3320128234889,1.81025912225914,3.26628965373812,0.761970247920772
"Barnesiella intestinihominis",2.62701114479568e-05,0.0002517154916859,0.0329755317761738,0.0050555839234221,4.96884695166954e-07,0,0.066153888476947,2.14156627960846,0.661010230648572,0.433893875383092,0.0455928572478114,5.55108287373242,0.0050312204691636,0.0767152754606286,0.792172338304226,0.0522518347206642,0.235673520630144,0,4.71101066068514e-06,0.00660883761975128,0.000106991083384855,0.0115147163919573,0.213587788717632,0.106523677595305,0.00149883731683076,0.0270759232089404,0.689312110374886
"Akkermansia muciniphila",1.23767269236168,29.9176900095492,17.7698986892528,23.1404229642094,6.99093077036742,1.96352220144172,2.43458806750278,10.980949802421,8.91784564107092,31.3273626833234,48.9478924214296,49.1331483402836,0.101839167770095,14.5090686210106,1.65474068041976,22.1319504752856,0.70132695562711,4.71101066068514e-06,0,0.0545256367540788,27.5138211505118,0.29818187455021,0.549397027497434,5.27678170291984,1.74862951958585,9.08231034032906,3.66392547822762
"Dialister invisus",2.1959722755064,66.4899930950042,16.8929375631069,57.2355933775526,10.0870736462034,2.27212924186414,19.4479707614191,9.03060823036548,10.7359204985032,14.5683140128444,36.3654274920028,15.2682022471581,0.218676807489374,25.4053954128886,2.02282023960288,29.2721442492776,0.602587276652912,0.00660883761975128,0.0545256367540788,0,15.8123122766056,0.433536287355764,0.933622861774892,8.29703181444074,3.47517662152404,8.26492743300332,1.28567853525965
"Phascolarctobacterium species",14.2294882115125,119.514214534694,67.2175194115392,147.758686866866,16.8351889208238,27.05297295844,28.8528744354528,29.4657273290302,68.0870009192892,0.193094977453484,2.11418108496128,8.07896923114436,14.5730382921679,80.8582816879202,20.145011707647,2.70968548944984,9.14243520945842,0.000106991083384855,27.5138211505118,15.8123122766056,0,14.4018228588195,21.261584754308,61.10158684217,18.04518893561,11.6306149189923,12.6387234221786
"Eubacterium eligens",1.68501979607117,48.8239400406324,16.8550730104307,47.5319404728146,4.41860316713474,2.02146986354,4.34159052696532,5.69467066369658,6.63735021243452,15.2734689664126,35.160050576288,22.9963681114064,0.0694192076009586,11.3392373271888,2.07073635126312,17.5075933067797,1.10235281970085,0.0115147163919573,0.29818187455021,0.433536287355764,14.4018228588195,0,0.154794239944749,8.26841360166008,2.36160804831662,2.84565905749218,2.90722011353568
"Eubacterium rectale",2.42419241749848,65.5109189637832,18.8363919514522,61.446732067534,8.8038527112949,2.1774560224576,11.387404188853,18.846097626822,12.1829354891879,21.2953946228458,40.5797832782168,26.0850252820982,0.234499195176114,25.6381373930708,2.44279035821274,29.841254935628,1.46730322779172,0.213587788717632,0.549397027497434,0.933622861774892,21.261584754308,0.154794239944749,0,10.1273354747209,3.06330259249216,12.0579616827199,4.54948204224592
"Oscillibacter species",9.38411169558504,20.942922146096,11.4368404114261,15.9144136070913,4.11138835940664,0.187735331208842,20.0604253602292,5.2748868903136,4.1858756020788,69.7305313952892,85.8808172630206,91.7157512425052,7.87184962396896,3.44455973504864,11.9331554022383,48.5211636783424,11.3320128234889,0.106523677595305,5.27678170291984,8.29703181444074,61.10158684217,8.26841360166008,10.1273354747209,0,4.8272959885021,36.8035072451402,13.2468238466022
"Ruminococcus bromii",1.11503544128391,39.6919508088552,13.0463948141214,38.3593495187396,0.769939612916004,2.25070815511344,2.09995609073666,0.692273209404902,1.3190898525927,20.3743326079612,40.264522617298,33.9264331128788,1.1515527167835,5.53405799248686,3.1591271047182,18.9446801530889,1.81025912225914,0.00149883731683076,1.74862951958585,3.47517662152404,18.04518893561,2.36160804831662,3.06330259249216,4.8272959885021,0,4.31507433923662,7.61781689956842
"Ruminococcus bicirculans",1.70609132590835,92.9660366162722,44.5055634017218,108.990118401608,4.80868152490576,12.305913899565,2.37212578073286,12.7590754952371,46.3985911270638,13.4141979903975,32.7949197481984,29.0758429014358,2.42925264572136,41.3653109050948,3.4395298086829,14.0088551880426,3.26628965373812,0.0270759232089404,9.08231034032906,8.26492743300332,11.6306149189923,2.84565905749218,12.0579616827199,36.8035072451402,4.31507433923662,0,7.07251097787366
"Faecalibacterium prausnitzii",5.75629901103366,66.5070975452024,21.8509694645822,59.9837206464918,12.2865524952895,6.37722291165028,17.2254619014848,3.1278161463174,14.3207565932562,11.2552685464893,33.294190980313,9.12257368466772,2.53480157785134,24.2289688297988,1.95291822842319,26.1431498749148,0.761970247920772,0.689312110374886,3.66392547822762,1.28567853525965,12.6387234221786,2.90722011353568,4.54948204224592,13.2468238466022,7.61781689956842,7.07251097787366,0
