700117682	172222264
700110354	48206646
700171955	49981630
700172621	41545156
700164611	132536726
700113810	53879132
700106333	62927732
700113867	82866034
700173627	40517762
700173377	45762306
700173272	44538918
700171679	80137732
700021876	77658320
700021824	95218906
700161856	155444040
700173686	15120806
700117625	199424990
700116828	211526350
700034254	102370846
700117000	189883828
700111156	52529492
700122765	44169256
700096380	91265440
700161629	55204186
700165224	35922772
700021306c	122459386
700107873	79913854
700167825	27391480
700173483	60223240
700117239	37723934
700013715	107539928
700103479	42498720
700037539c	347108546
700103558	81671788
700101243c	70203290
700024711	89651910
700161742	186842520
700161945	181049778
700024545c	322429192
700163521	56385378
700035157	43789926
700166643	39539178
700101638	41667168
700172870	35544626
700165455	48713174
700163458	56605214
700165407	52659964
700161743	31162268
700107398c	297805500
700097196	116962438
700164891	45176950
700163772	180102838
700098561	114463834
700163030	193027322
700107059	110978742
700165311	30043356
700172346	25125424
700033435	109482908
700163181	72723146
700165986	52976031
700163699	194154852
700164870	181604814
700108530	90584582
700037738	118145068
700171859	47571586
700107930	46010908
700166262	48666702
700037852	98392320
700119042c	308373630
700173119	44543910
700172461	122290816
700172555	50285278
700112046	89495738
700116028	68686288
700023845	119027476
700035237	91218696
700106198	118880510
700164354	52320246
700102432	121651500
700111223c	72817594
700163419	57262656
700024789	47973304
700038053	80682806
700105940	58512450
700172221	170973416
700172498c	166754946
700171573	168554108
700175331	40040788
700161872	50084266
700171648	183248884
700117537	36665110
700164192	40040356
700111505	87437122
700112755	73404138
700172927	37931250
700122408	74977968
700117172	53671170
700117766	40906174
700165052	213492708
700024024c	103403590
700099512	82093444
700171916c	204589912
700172393	63937856
700101916	97254716
700015857	110927756
700106465	86033406
700164641	59888582
700095647	94256078
700171324	195267624
700116148	49050590
700117069	93802092
700023788	100041732
700024615	91656634
700164450	87700084
700173546	68349258
700109231c	115951088
700116668	71069160
700024930	96765904
700035861	95602320
700117938	125216530
700175086	49883168
700097906c	111245614
700024437	102218328
700109449	92060244
700038158	99612972
700024509	93747862
700023509	60247522
700035533	109424270
700021361	60613946
700171727c	69859792
700114125	87159250
700173086	58562012
700116401	78141596
700023578	100458988
700175181	52321428
700099803	106255184
700101366	103111950
700113975	82593938
700023337	84925536
700035785	99120690
700105049	69782138
700097688	96189336
700035747	108881054
700172813	72494060
700172279	65764548
700110155	97141666
700172132	48664804
700166586	43208038
700116505	55690816
700033989	119792762
700100432	117401478
700102299	125470422
700163868c	128944876
700122108c	145072838
700173320	54815058
700112812c	111041338
700119987	101163438
700034926	86218246
700119496c	115904544
700097291	108729396
700024233	114850796
700101534	119684324
700023113	81892194
700100312	116451834
700097837c	97288548
700096700	77121352
700100600	99083824
700165809	74524390
700166775	91114908
700165263c	134636518
700109987	69370870
700116568c	98585102
700113762	69122832
700110812	113442936
700016456	89836098
700114082	116734970
700096047	97475682
700112490	90935532
700106065	92063224
700116358c	154426846
700108095c	90198104
700023919c	106253214
700119739	104715158
700101840	89996448
700095213	98570212
700021902c	165781570
700117031	70766202
700113616	90430558
700164792	70467230
700105771	94376534
700033797	100851654
700037284	102254594
700102659	92055860
700099886	90568444
700164686	121489806
700015922c	100467470
700119165	83238334
700165167	76999736
700116917	77763372
700024449c	183971936
700098669	87554746
700163628	90924150
700173176	73987932
700038263	102533552
700015702	169317812
700100471	101965786
700173023	109979620
700023267	105745326
700107566c	109666084
700165778	88076186
700106646c	107313402
700114653	95267502
700120753	92073696
700111296c	217015658
700016960	100909172
700164159c	187305096
700106325c	155712944
700112376	104724744
700024998	117676550
700024318	107715808
700171066	100379342
700102242c	232024088
700165634	182981938
700096865	125189274
700102356	114103932
700014837	113435704
700095486	114746216
700171114	122837952
700016716c	241337984
700171115c	120011840
700171441	194310184
700172726c	127013018
700100540c	148428726
700116611c	166651988
700164050	199420190
700116201	114240072
700015250c	243730350
700165148	224575048
700032222c	242585366
700161532	233433584
700024086c	404679336
700172068	262971352
700033922c	99330318
700108840c	104219988
700037453c	332480972
700021261	35094766
700117395	38671552
700171341	51366108
700161219	48191526
700103710	68110782
