"species","Cohort","average_pi","num_sites","num_samples","aggregate_across_pi","pairwise_across_pi"
"Alistipes_shahii_62199"," HMP",0.00316236831774,2496359,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00269117981386,1248174,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.0040507507371,2595761,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.000726748464293,2457637,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00227923475831,1706724,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00216315039173,2512393,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00181763396835,546383,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00161305182121,7170,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00216551303422,494,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00311089875814,254955,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00130711441739,604604,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00314396192371,2540124,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.0018570309856,149645,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00255869042726,123251,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00158486557497,29745,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00158057189329,83282,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00416893450266,205476,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00298737070765,147011,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00264473535559,2586553,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00109486616489,624946,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00436822031672,50479,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00377721099012,25010,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00294724753621,415618,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00415896878081,84802,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00326843409432,37159,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00406310348161,56870,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00175101815166,2590492,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00546523705045,2045198,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00287804195064,932491,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00686787423891,2659370,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00319324262832,2245901,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00318578133429,2037831,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.0028941535561,33053,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00102546036949,2564801,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00378815804643,41331,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00302508345532,179575,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00246135916472,174921,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00631927264784,21531,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00245347079227,2588365,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.000919307850938,1246335,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00123039358855,2619833,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00293467658348,1696990,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.000907129341715,2282548,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00203174693654,2476699,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00125334353979,1553451,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.000538597230146,1127456,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00231790354429,2669459,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00213675449277,181019,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00161785219867,316633,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.0034179470147,22616,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00422124688937,2215236,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00288410518719,2411947,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00159838014662,2561686,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00344605084595,66149,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.003891313847,952672,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00382716057345,1033695,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00267133623281,981614,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00384179154982,15443,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00520746888904,530957,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00147174033244,2431886,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.0015243356865,2375432,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00333880301048,181586,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00406181882567,1427467,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00206268644654,860704,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00318001562739,323211,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00602095873434,1743473,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.000845613499218,2066881,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00189410198912,819078,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00341071957332,936721,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00356212848024,1641185,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00128703642748,2307440,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00472850624938,21215,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00176537210343,374013,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00142474246042,2452416,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00179263440526,11422,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00309794294352,55975,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00279922701441,2537901,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00306948088441,2162109,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00181924842321,67402,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00190942870948,2353239,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00520904156823,1837561,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.000423526967533,187981,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.000963303210913,2496271,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00204731304,2670165,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.000466069997091,1217004,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00184533770547,537913,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00270788271814,38379,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00126783523496,24479,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00135912403656,2387961,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.0026871005833,712922,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00247671313591,637181,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00262660824389,1709635,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.0025961779377,2000516,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.000583266321581,2628443,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00253079293573,1561047,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.0120394628642,19722,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00855198004549,704617,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00351153983031,2931316,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.000427546443675,2310633,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00161874611138,56744,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.000466695053672,2131674,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00342779467772,27763,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00203159752583,42292,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00167470440946,2229355,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.000715230847243,72631,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00147615674422,1141545,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00127248037965,768833,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00231261067327,2253194,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00120373297007,1825369,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00254676294231,1042033,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00382861387684,6118,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.000875953241817,1151993,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00171880998838,502401,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00359766217836,57546,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00316075356605,622626,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00327165327107,55513,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.000934096025284,1979740,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00154459928217,102118,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.000730958263176,2329670,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00239168688501,2535630,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00163769192917,2481307,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00577769281459,2405282,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.0062859546228,76621,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00741477905354,615506,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00260792751595,874578,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00139776068123,134039,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00397532009621,142921,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00275373650502,714506,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00590185722652,102898,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00222483168886,237767,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00351547719095,29227,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00292348509107,492423,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00148158669435,456304,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00490453961899,1578685,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00486909643724,29857,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00446488790161,2504273,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00308239036674,2542001,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.0040747770691,2809588,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00726980795499,1653955,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00324792648436,439901,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00403635222968,1562736,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.0037010953828,2834338,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00262887862534,2533535,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00299842106883,35450,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00255660646718,2542771,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00277138588087,2036707,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.000835433263545,1682285,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00238686496864,1828109,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.0044942580164,2665110,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00275525794135,1623521,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00292412975508,48564,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.000429034274402,2315591,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00251955257214,63146,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00251928719342,2156341,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00426345894777,2111942,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00293142815676,547465,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.0048242002874,2698845,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00231816804501,2774901,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00422313111816,957410,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00349824584244,270289,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00131440297803,210212,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00386725855279,452744,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00124879224782,666839,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00897951054685,8054,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00104221916348,960330,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00196363471285,871634,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00263991672003,2367744,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00643547120655,2196234,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00625126271395,60924,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00196753830493,2492888,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00452891584524,23252,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00453904080697,2488758,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00222684674638,2579996,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00378253795074,63223,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00208418154801,2548286,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00342489320021,23134,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00376531513163,19105,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00276304422816,2205289,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00282886168396,1140413,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00394778941129,8444,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00507829811885,4398,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00168344222897,430638,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.0028802682973,2378854,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00597944208715,1625666,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00267943867478,2510413,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00236721405628,57283,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00403835382759,736264,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00616187415994,2303007,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00257857346368,2736325,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00172631807826,417292,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00187697617285,2485923,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00228625300134,2550819,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00262761299765,1446542,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00297888721583,148871,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00108088764612,394896,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.000672676226705,142824,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00230723933526,2310608,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00100763417895,367869,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00109464740959,2464653,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.000539988870622,973422,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00219230979027,629133,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00311804078415,28645,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.000676317891709,1679561,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00241010350018,2670854,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00178927926996,1048709,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00410131862387,4475,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00345086039032,167233,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00411907627721,92736,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00742746236433,1833154,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00172281014999,29513,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.000599614538263,2223941,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00243885056248,2885373,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00185390054002,1343812,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00145911128728,2480934,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.0054851494439,2585177,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00504934750945,7139,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.0024179882455,2096279,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00167727864873,15481,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.000928564737071,2178126,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00362922534263,4069,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00550601155241,2548637,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00263947954206,49718,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00308547244914,87702,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00161141375168,983640,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00712620512454,2337059,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00580841263525,130258,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00169667461565,1292476,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00239792778839,226079,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.000654607344479,2520258,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.0052715629742,22445,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00384653497431,3768,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00187929682382,1056,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00365470464889,64752,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00287807494034,2167802,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00105969184652,91142,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00103100270875,2645316,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00118916566742,2130264,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00163326755915,1293478,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00263247049728,1196488,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00328350527185,1554963,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00344885096839,2535994,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00267441966594,229200,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00368921573209,88491,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.000849994993849,627068,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.000633831290388,138767,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00352217753769,778264,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00143584842794,2889916,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00385483715927,2254742,269,0.0120165373391,0.0121366106251
"Alistipes_shahii_62199"," HMP",0.00291593475277,1083288,269,0.0120165373391,0.0121366106251
