Host A, Host B, Paired Pi
0, 90, 0.0309779319924
0, 91, 0.0276702652122
0, 92, 0.0276737231987
0, 93, 0.0276003792413
0, 94, 0.0276552922863
0, 95, 0.0277687024464
0, 96, 0.0275734295667
0, 97, 0.0276474830623
0, 98, 0.0277246325366
0, 99, 0.0276376266608
0, 100, 0.0274530546682
0, 101, 0.0269164250888
0, 102, 0.0277734951333
0, 103, 0.0271461873563
0, 104, 0.0276811464621
0, 105, 0.0301951661262
0, 106, 0.0272796579179
0, 107, 0.0276226109572
0, 108, 0.0299236651834
0, 109, 0.0275595194144
0, 110, 0.0276201697583
0, 111, 0.028036836501
0, 112, 0.0277068974992
0, 113, 0.0276746688795
0, 114, 0.0275930939146
0, 115, 0.0269613885358
0, 116, 0.0271224179399
0, 117, 0.0273764329142
0, 118, 0.0268038904259
0, 119, 0.0276198935725
0, 120, 0.0276485119451
0, 121, 0.0276438338282
0, 122, 0.0269069663105
0, 123, 0.0263980797182
0, 124, 0.0277899497152
0, 125, 0.0274759320686
0, 126, 0.0276430239949
0, 127, 0.0276895040762
0, 128, 0.0276912062641
0, 129, 0.0276291067059
0, 130, 0.0265905317673
0, 131, 0.0262017772824
0, 132, 0.0276985827288
0, 133, 0.0276822560321
0, 134, 0.0277285351304
0, 135, 0.0272611608061
0, 136, 0.0275575423928
0, 137, 0.0257441268991
0, 138, 0.0296453999714
0, 139, 0.0275284359045
0, 140, 0.0271901825569
0, 141, 0.0275756612719
0, 142, 0.0271864144217
1, 2, 0.0234915853127
1, 3, 0.0258395460676
1, 4, 0.0221570697973
1, 5, 0.0153863360787
1, 6, 0.0296593025301
1, 7, 0.0295930176175
1, 8, 0.0213723770244
1, 9, 0.0285952973498
1, 10, 0.0245155983686
1, 11, 0.0328634664016
1, 12, 0.030197057893
1, 13, 0.0235864067898
1, 14, 0.034128767298
1, 15, 0.0242945587897
1, 16, 0.0273599659157
1, 17, 0.034324582749
1, 18, 0.0300721018437
1, 19, 0.0328279815639
1, 20, 0.0221787569804
1, 21, 0.0227590797036
1, 22, 0.02558205086
1, 23, 0.0219745764505
1, 24, 0.023198148523
1, 25, 0.0289199022068
1, 26, 0.0292013985625
1, 27, 0.0369696830019
1, 28, 0.0242129237491
1, 29, 0.0267193839075
1, 30, 0.0230102720518
1, 31, 0.0308116341206
1, 32, 0.0195563055034
1, 33, 0.0216302937809
1, 34, 0.0285428733235
1, 35, 0.023531578662
1, 36, 0.023613547545
1, 37, 0.0225175958471
1, 38, 0.0201663773939
1, 39, 0.0228929250903
1, 40, 0.0279599022485
1, 41, 0.0230965826949
1, 42, 0.0252788783495
1, 43, 0.0255756377299
1, 44, 0.0201021131342
1, 45, 0.020936212443
1, 46, 0.0259471125965
1, 47, 0.0248221655107
1, 48, 0.024238493023
1, 49, 0.0240272703417
1, 50, 0.0165493333935
1, 51, 0.0162686403235
1, 52, 0.0218836268739
1, 53, 0.017819120223
1, 54, 0.0276297919442
1, 55, 0.0362444226865
1, 56, 0.0305277074558
1, 57, 0.0270492284555
1, 58, 0.0263989763131
1, 59, 0.0220301710717
1, 60, 0.0245825435573
1, 61, 0.0296270978029
1, 62, 0.0287936054036
1, 63, 0.030436504506
1, 64, 0.024406078734
1, 65, 0.0256389341677
1, 66, 0.0293235866105
1, 67, 0.0281340073626
1, 68, 0.0227135062947
1, 69, 0.0317984420749
1, 70, 0.0248288548929
1, 71, 0.0261740727152
1, 72, 0.0210481252444
1, 73, 0.0190513911137
1, 74, 0.0189378887432
1, 75, 0.0226947499533
1, 76, 0.02445598934
1, 77, 0.0269431560132
1, 78, 0.0232633117701
1, 79, 0.0230291138324
1, 80, 0.0348316017849
1, 81, 0.0255128809143
1, 82, 0.0249651178609
1, 83, 0.0305186295168
1, 84, 0.0215700979821
1, 85, 0.0243382199095
1, 86, 0.0294105761108
1, 87, 0.0224015610894
1, 88, 0.028993138861
1, 89, 0.0244439691585
1, 90, 0.0344147532037
1, 91, 0.0231127391544
1, 92, 0.0227885756359
1, 93, 0.0266085901029
1, 94, 0.019297321367
1, 95, 0.0288918156466
1, 96, 0.0180474132873
1, 97, 0.0202299341295
1, 98, 0.0277144614607
1, 99, 0.0216995624089
1, 100, 0.0248716135661
1, 101, 0.0239920187892
1, 102, 0.0278099034365
1, 103, 0.0256109707426
1, 104, 0.0226122694385
1, 105, 0.0323241394929
1, 106, 0.0230180492669
1, 107, 0.0218518521797
1, 108, 0.0329755364499
1, 109, 0.0228899925076
1, 110, 0.0237840920016
1, 111, 0.0290790783002
1, 112, 0.0267962083616
1, 113, 0.0234956732382
1, 114, 0.021417614235
1, 115, 0.025352340634
1, 116, 0.0208280701665
1, 117, 0.0230620523951
1, 118, 0.0253770780034
1, 119, 0.0220401541405
1, 120, 0.0201934487693
1, 121, 0.0225279079578
1, 122, 0.0254935493061
1, 123, 0.02419786999
1, 124, 0.0295543700694
1, 125, 0.0221690476724
1, 126, 0.023836926644
1, 127, 0.0218370012238
1, 128, 0.0230293952721
1, 129, 0.0228098994557
1, 130, 0.0251632186038
1, 131, 0.0221841513179
1, 132, 0.0241760730558
1, 133, 0.0215763844657
1, 134, 0.027691592011
1, 135, 0.0267391650215
1, 136, 0.0212806187034
1, 137, 0.0152542916504
1, 138, 0.0335381482477
1, 139, 0.0272576118583
1, 140, 0.0227537772729
1, 141, 0.0225981443425
1, 142, 0.024272160963
2, 3, 0.0259447937368
2, 4, 0.0230585404307
2, 5, 0.0155281795105
2, 6, 0.0296761636428
2, 7, 0.0296061383549
2, 8, 0.0229787444402
2, 9, 0.0286105762901
2, 10, 0.0248088017855
2, 11, 0.0328711134983
2, 12, 0.0306250159569
2, 13, 0.0243581762809
2, 14, 0.0341343351776
2, 15, 0.0243357767519
2, 16, 0.027379561362
2, 17, 0.0343299399495
2, 18, 0.0302297825168
2, 19, 0.0330731431768
2, 20, 0.0247596672226
2, 21, 0.0240802594891
2, 22, 0.0256183591152
2, 23, 0.0238932393053
2, 24, 0.025500815486
2, 25, 0.028934112857
2, 26, 0.0292170064003
2, 27, 0.0369715596328
2, 28, 0.0263194263219
2, 29, 0.0277878524755
2, 30, 0.0232827271141
2, 31, 0.0308225704824
2, 32, 0.0212333164177
2, 33, 0.022385938293
2, 34, 0.0285571799428
2, 35, 0.0245484194008
2, 36, 0.0255827618044
2, 37, 0.0227427752375
2, 38, 0.0222818632892
2, 39, 0.0250540255161
2, 40, 0.0280214374448
2, 41, 0.0248756379976
2, 42, 0.0254385110144
2, 43, 0.0256871732578
2, 44, 0.0204356999798
2, 45, 0.0226427289235
2, 46, 0.0260195136803
2, 47, 0.0253001876757
2, 48, 0.0261613005117
2, 49, 0.0242814986624
2, 50, 0.0165864093617
2, 51, 0.0163118489591
2, 52, 0.0247702061389
2, 53, 0.0204021730806
2, 54, 0.0279035920151
2, 55, 0.0362469667531
2, 56, 0.0305655613647
2, 57, 0.0278133632549
2, 58, 0.0270134349192
2, 59, 0.024683027646
2, 60, 0.0249576508561
2, 61, 0.0296418580211
2, 62, 0.0295411997451
2, 63, 0.0308641492564
2, 64, 0.0244906475085
2, 65, 0.0256782740623
2, 66, 0.0293360124585
2, 67, 0.0281504621157
2, 68, 0.0229081652812
2, 69, 0.0321936398981
2, 70, 0.0248712058212
2, 71, 0.0266572752791
2, 72, 0.0230149241184
2, 73, 0.0215018310229
2, 74, 0.0190418128523
2, 75, 0.0248793392178
2, 76, 0.0247468317012
2, 77, 0.0274258579269
2, 78, 0.0247469278366
2, 79, 0.0234900367227
2, 80, 0.0348361857824
2, 81, 0.0261183247424
2, 82, 0.025224706465
2, 83, 0.0305401012671
2, 84, 0.0230294571432
2, 85, 0.0243813019198
2, 86, 0.0294253629371
2, 87, 0.0248062415901
2, 88, 0.0290070373592
2, 89, 0.0245145652386
2, 90, 0.0344211908227
2, 91, 0.0247059810566
2, 92, 0.0246070564993
2, 93, 0.0267490832241
2, 94, 0.0221249813885
2, 95, 0.0293692537782
2, 96, 0.0198571675232
2, 97, 0.0224651510741
2, 98, 0.027732488299
2, 99, 0.0232279707291
2, 100, 0.0250717117006
2, 101, 0.0240759795635
2, 102, 0.027825902177
2, 103, 0.0256652838841
2, 104, 0.0247407049946
2, 105, 0.0323324370394
2, 106, 0.0232511370546
2, 107, 0.0231449174381
2, 108, 0.0329873695828
2, 109, 0.0235410538872
2, 110, 0.0245461106887
2, 111, 0.029130699007
2, 112, 0.0273890043919
2, 113, 0.0250265397508
2, 114, 0.0225556698218
2, 115, 0.0253965983873
2, 116, 0.0211207539442
2, 117, 0.023359619112
2, 118, 0.0254096470285
2, 119, 0.0232519729084
2, 120, 0.0224666583802
2, 121, 0.0238735840418
2, 122, 0.02552948716
2, 123, 0.0242360928846
2, 124, 0.0299845825648
2, 125, 0.0226987941116
2, 126, 0.0247666133751
2, 127, 0.024749836666
2, 128, 0.0253348149627
2, 129, 0.0238983405047
2, 130, 0.0251901829061
2, 131, 0.0222537516806
2, 132, 0.0261430086508
2, 133, 0.0242846430553
2, 134, 0.0277998412483
2, 135, 0.0267600867106
2, 136, 0.0222246255583
2, 137, 0.0154545241722
2, 138, 0.0335534988171
2, 139, 0.0272813981831
2, 140, 0.0229605187054
2, 141, 0.0233716525028
2, 142, 0.0243942049997
3, 4, 0.0256330424143
3, 5, 0.0197029937504
3, 6, 0.0290472458142
3, 7, 0.0291103096818
3, 8, 0.0257877449864
3, 9, 0.028241575012
3, 10, 0.0256817018866
3, 11, 0.0319579134697
3, 12, 0.0267441346305
3, 13, 0.0258069731936
3, 14, 0.0330853782771
3, 15, 0.0247494958608
3, 16, 0.0271676481573
3, 17, 0.0332434333726
3, 18, 0.0274199593359
3, 19, 0.0272465286629
3, 20, 0.025993504768
3, 21, 0.0258685071114
3, 22, 0.0257230737417
3, 23, 0.025905115883
3, 24, 0.0260331204939
3, 25, 0.0285313477769
3, 26, 0.0287247353147
3, 27, 0.0352679361057
3, 28, 0.0260808016152
3, 29, 0.0262239328403
3, 30, 0.0251061166249
3, 31, 0.0301712091442
3, 32, 0.0256059665669
3, 33, 0.0254342117846
3, 34, 0.0282173896745
3, 35, 0.0258840304666
3, 36, 0.0260342950044
3, 37, 0.0247473587073
3, 38, 0.025783544151
3, 39, 0.0260024309628
3, 40, 0.0272583106741
3, 41, 0.0259775445402
3, 42, 0.0257944147848
3, 43, 0.025870451039
3, 44, 0.0241566053028
3, 45, 0.0257670559069
3, 46, 0.0260373828465
3, 47, 0.0259060274437
3, 48, 0.0260719744739
3, 49, 0.0254508818848
3, 50, 0.0180377607088
3, 51, 0.0179911469984
3, 52, 0.0260001690323
3, 53, 0.0256721734958
3, 54, 0.0265549880294
3, 55, 0.0349258018165
3, 56, 0.0290099294084
3, 57, 0.0262767046679
3, 58, 0.0262109048613
3, 59, 0.0259905634008
3, 60, 0.0257832570102
3, 61, 0.029086239831
3, 62, 0.0264325849275
3, 63, 0.0267614897928
3, 64, 0.0251112544699
3, 65, 0.0257749901357
3, 66, 0.0289107929999
3, 67, 0.0278412900912
3, 68, 0.0247112614231
3, 69, 0.0268678008553
3, 70, 0.0251716549873
3, 71, 0.026178113594
3, 72, 0.0258335009205
3, 73, 0.0257516062886
3, 74, 0.0215923038454
3, 75, 0.0259913276976
3, 76, 0.0256592605913
3, 77, 0.0263104714854
3, 78, 0.0259513941715
3, 79, 0.0254552031353
3, 80, 0.0336918911066
3, 81, 0.0260745067909
3, 82, 0.0257928412127
3, 83, 0.0295092859709
3, 84, 0.0257706631232
3, 85, 0.0247988463765
3, 86, 0.0289137180743
3, 87, 0.0259922609583
3, 88, 0.0285990267667
3, 89, 0.0250612770424
3, 90, 0.0331082188373
3, 91, 0.0259542661228
3, 92, 0.0259577670694
3, 93, 0.0263644336273
3, 94, 0.0258314227175
3, 95, 0.0265763007951
3, 96, 0.0254737633238
3, 97, 0.0258114322378
3, 98, 0.027474652831
3, 99, 0.0258031524877
3, 100, 0.0256824115989
3, 101, 0.0248423799663
3, 102, 0.0275779953033
3, 103, 0.0257911218201
3, 104, 0.0259801359205
3, 105, 0.0315042762772
3, 106, 0.0249940745828
3, 107, 0.0257541651159
3, 108, 0.0316246550362
3, 109, 0.0256071277131
3, 110, 0.0258356719299
3, 111, 0.0279766467654
3, 112, 0.0262685909173
3, 113, 0.0259794737258
3, 114, 0.0256364847366
3, 115, 0.0255757807662
3, 116, 0.0242883643596
3, 117, 0.0251878249869
3, 118, 0.0255489871948
3, 119, 0.0257510213272
3, 120, 0.0258150162176
3, 121, 0.0258486218558
3, 122, 0.025653338696
3, 123, 0.024646792079
3, 124, 0.0266863266013
3, 125, 0.0253173092688
3, 126, 0.0259005671887
3, 127, 0.0259995261476
3, 128, 0.0260230975113
3, 129, 0.0258105544097
3, 130, 0.0253477872626
3, 131, 0.0234548907358
3, 132, 0.0260707186122
3, 133, 0.0259682007071
3, 134, 0.0268929126248
3, 135, 0.0266472579569
3, 136, 0.0255094035509
3, 137, 0.020541551337
3, 138, 0.0315802529641
3, 139, 0.0270530969981
3, 140, 0.0247813019137
3, 141, 0.0256347695303
3, 142, 0.0251993030539
4, 5, 0.0157069483476
4, 6, 0.0295520276556
4, 7, 0.0295107171386
4, 8, 0.0218637723822
4, 9, 0.0285216388612
4, 10, 0.0242244146703
4, 11, 0.0327490965489
4, 12, 0.0278600001786
4, 13, 0.0232559273094
4, 14, 0.0340050208242
4, 15, 0.0242543613351
4, 16, 0.0272933912033
4, 17, 0.0341971377265
4, 18, 0.0290707829916
4, 19, 0.0300241826476
4, 20, 0.0223556026272
4, 21, 0.0226416634361
4, 22, 0.0255152728903
4, 23, 0.022228046477
4, 24, 0.0227797103372
4, 25, 0.0288451606338
4, 26, 0.0291131091762
4, 27, 0.0367794139222
4, 28, 0.0232150686494
4, 29, 0.0248552916751
4, 30, 0.0229452335795
4, 31, 0.030717702999
4, 32, 0.0208079609473
4, 33, 0.0218556416312
4, 34, 0.0284748221648
4, 35, 0.023150022356
4, 36, 0.0229961316563
4, 37, 0.0225135152203
4, 38, 0.0213267964763
4, 39, 0.0226615593187
4, 40, 0.027717830269
4, 41, 0.0227841480807
4, 42, 0.0250351983276
4, 43, 0.0253786343706
4, 44, 0.0203981750336
4, 45, 0.0216363397764
4, 46, 0.0257967587447
4, 47, 0.0243060768601
4, 48, 0.0232713231587
4, 49, 0.0238381357572
4, 50, 0.0166253421218
4, 51, 0.0163600670153
4, 52, 0.0222516237372
4, 53, 0.0202596957067
4, 54, 0.0267598143994
4, 55, 0.0360985162282
4, 56, 0.0302322683513
4, 57, 0.0254042973038
4, 58, 0.025240789269
4, 59, 0.0222975646252
4, 60, 0.0242090838917
4, 61, 0.0295338141183
4, 62, 0.0262784619357
4, 63, 0.0279727135369
4, 64, 0.0243195992948
4, 65, 0.0255650387736
4, 66, 0.0292508560364
4, 67, 0.0280640987622
4, 68, 0.0226926193622
4, 69, 0.0286556925854
4, 70, 0.0247733244506
4, 71, 0.0252794634385
4, 72, 0.0217566465722
4, 73, 0.020856238288
4, 74, 0.0190776512157
4, 75, 0.0225736652179
4, 76, 0.0241763962899
4, 77, 0.0258050002256
4, 78, 0.0229043913895
4, 79, 0.0229228482885
4, 80, 0.0346998546978
4, 81, 0.0246738906753
4, 82, 0.0246362295265
4, 83, 0.0303491022039
4, 84, 0.0219528942795
4, 85, 0.0242950984318
4, 86, 0.0293222067131
4, 87, 0.0224449091105
4, 88, 0.0289185986261
4, 89, 0.0243696849759
4, 90, 0.0342569336144
4, 91, 0.0228117255826
4, 92, 0.0226312350571
4, 93, 0.0262550849502
4, 94, 0.0211154192857
4, 95, 0.0270131911563
4, 96, 0.0199430083583
4, 97, 0.0213959058137
4, 98, 0.027646474022
4, 99, 0.0220390292028
4, 100, 0.0246226637049
4, 101, 0.0239264820481
4, 102, 0.0277478189585
4, 103, 0.0255108453377
4, 104, 0.022538199911
4, 105, 0.0322175853353
4, 106, 0.0229606951823
4, 107, 0.0220985811584
4, 108, 0.0327936952996
4, 109, 0.0227856704763
4, 110, 0.0233944359727
4, 111, 0.0288034000216
4, 112, 0.0255218149006
4, 113, 0.0230174063427
4, 114, 0.0217945053409
4, 115, 0.0252785993053
4, 116, 0.0210177793789
4, 117, 0.022984642064
4, 118, 0.0253219162969
4, 119, 0.0222065448654
4, 120, 0.0213880137304
4, 121, 0.022506549121
4, 122, 0.025429769081
4, 123, 0.0241627694777
4, 124, 0.0275261008625
4, 125, 0.022232439351
4, 126, 0.0233677069494
4, 127, 0.0222350634215
4, 128, 0.0227104381107
4, 129, 0.0226877470022
4, 130, 0.0251214920095
4, 131, 0.022193534533
4, 132, 0.0232342782861
4, 133, 0.022113662812
4, 134, 0.0273075850306
4, 135, 0.0266805377048
4, 136, 0.0216510633725
4, 137, 0.0157055022724
4, 138, 0.0332604109782
4, 139, 0.0271794312214
4, 140, 0.0227278823678
4, 141, 0.0225636504998
4, 142, 0.0241590381078
5, 6, 0.0262588016093
5, 7, 0.026834739096
5, 8, 0.0153668739281
5, 9, 0.0259397853798
5, 10, 0.017197428572
5, 11, 0.0296212670306
5, 12, 0.0165678177431
5, 13, 0.0159010493693
5, 14, 0.0307597021609
5, 15, 0.0214068214161
5, 16, 0.0246912772807
5, 17, 0.0308846537212
5, 18, 0.0187398607284
5, 19, 0.0171154914896
5, 20, 0.0152295241652
5, 21, 0.0155029312443
5, 22, 0.0223589797128
5, 23, 0.0153185385257
5, 24, 0.0152787449434
5, 25, 0.0262822343836
5, 26, 0.0262262446358
5, 27, 0.032368371006
5, 28, 0.0153211528092
5, 29, 0.0156971817015
5, 30, 0.0171219914621
5, 31, 0.0278861098502
5, 32, 0.0152771837195
5, 33, 0.0157980425011
5, 34, 0.0260463120453
5, 35, 0.0156861872473
5, 36, 0.0153402965287
5, 37, 0.0173408476268
5, 38, 0.0152360162502
5, 39, 0.0152956359518
5, 40, 0.0217478808247
5, 41, 0.0153725106401
5, 42, 0.0185435277092
5, 43, 0.019492542459
5, 44, 0.0163233659276
5, 45, 0.015328698412
5, 46, 0.0207530078773
5, 47, 0.0164768142073
5, 48, 0.0153571923231
5, 49, 0.017390734945
5, 50, 0.0162291020356
5, 51, 0.0159755830589
5, 52, 0.0151960139303
5, 53, 0.0151140221456
5, 54, 0.0174969129729
5, 55, 0.0325094962489
5, 56, 0.0238274204855
5, 57, 0.0159803214869
5, 58, 0.0162120241498
5, 59, 0.0152197166865
5, 60, 0.0168035465227
5, 61, 0.026578392432
5, 62, 0.0159647999421
5, 63, 0.016547159947
5, 64, 0.0198590172072
5, 65, 0.022203738587
5, 66, 0.0267999677638
5, 67, 0.0255134687362
5, 68, 0.0176309852085
5, 69, 0.0165015425551
5, 70, 0.0216324472594
5, 71, 0.0165114899914
5, 72, 0.0152848098987
5, 73, 0.0151658326437
5, 74, 0.0171612918815
5, 75, 0.0152887184997
5, 76, 0.0172051925815
5, 77, 0.0165216836323
5, 78, 0.015457918072
5, 79, 0.0163909533528
5, 80, 0.0313269260443
5, 81, 0.0162140635673
5, 82, 0.0174648677705
5, 83, 0.0258598579454
5, 84, 0.0154137541461
5, 85, 0.0213409234328
5, 86, 0.0264628834473
5, 87, 0.0152534501659
5, 88, 0.0263719115762
5, 89, 0.0202983408514
5, 90, 0.030325639753
5, 91, 0.0154207597979
5, 92, 0.0153573998322
5, 93, 0.0190496752186
5, 94, 0.0151466969913
5, 95, 0.0164946001972
5, 96, 0.015182923145
5, 97, 0.0152236987393
5, 98, 0.0250748685795
5, 99, 0.0153986522052
5, 100, 0.0179766852428
5, 101, 0.0197288735471
5, 102, 0.0253753860204
5, 103, 0.0214007087591
5, 104, 0.0152960594998
5, 105, 0.0292249667006
5, 106, 0.0173808508789
5, 107, 0.0154810141733
5, 108, 0.0283047400806
5, 109, 0.0160139100984
5, 110, 0.0159210520684
5, 111, 0.0225354523655
5, 112, 0.0162559203701
5, 113, 0.0154477380841
5, 114, 0.0155262712669
5, 115, 0.0217903881707
5, 116, 0.0166173732534
5, 117, 0.0169919073072
5, 118, 0.0224850831164
5, 119, 0.0155221357727
5, 120, 0.0152183544122
5, 121, 0.0154859849696
5, 122, 0.0223359399185
5, 123, 0.0215005016256
5, 124, 0.0166096144801
5, 125, 0.0161546018059
5, 126, 0.015761074107
5, 127, 0.0151931407703
5, 128, 0.0152760967888
5, 129, 0.015615257279
5, 130, 0.02273221659
5, 131, 0.0193248385264
5, 132, 0.0153473927436
5, 133, 0.0152067652481
5, 134, 0.0199093050451
5, 135, 0.0241865491
5, 136, 0.0156239301212
5, 137, 0.0151039314934
5, 138, 0.0272523469432
5, 139, 0.0242077424097
5, 140, 0.0175346540594
5, 141, 0.0158462459005
5, 142, 0.0189598815155
6, 7, 0.0296841798596
6, 8, 0.0296451606208
6, 9, 0.0291285686816
6, 10, 0.0293557995092
6, 11, 0.0315820952385
6, 12, 0.029818006557
6, 13, 0.0295860114493
6, 14, 0.0323557199103
6, 15, 0.0275683284737
6, 16, 0.0285144298032
6, 17, 0.0324570991951
6, 18, 0.0298292247013
6, 19, 0.0299252089138
6, 20, 0.0297247516005
6, 21, 0.0296548309283
6, 22, 0.0280617513159
6, 23, 0.0296876823719
6, 24, 0.0297314341905
6, 25, 0.0293018546403
6, 26, 0.0294804959892
6, 27, 0.0336540294993
6, 28, 0.0297413325782
6, 29, 0.029744891754
6, 30, 0.0291241623412
6, 31, 0.0303840002929
6, 32, 0.0295977567839
6, 33, 0.0294708068373
6, 34, 0.0290771579485
6, 35, 0.0296380688058
6, 36, 0.0297250977506
6, 37, 0.0289120316802
6, 38, 0.0296592386581
6, 39, 0.0297202403567
6, 40, 0.0293422492155
6, 41, 0.0297040758721
6, 42, 0.0291730094721
6, 43, 0.0290207022097
6, 44, 0.0288553969475
6, 45, 0.0296431171716
6, 46, 0.0288234939868
6, 47, 0.0295458942873
6, 48, 0.0297347691154
6, 49, 0.0292264573538
6, 50, 0.0226046779474
6, 51, 0.0229257146398
6, 52, 0.0297304145371
6, 53, 0.0296386947791
6, 54, 0.0296508367046
6, 55, 0.0336072181166
6, 56, 0.0300131501612
6, 57, 0.0297308053169
6, 58, 0.0296834487232
6, 59, 0.0297249281009
6, 60, 0.0294553863122
6, 61, 0.0297089171148
6, 62, 0.029781457688
6, 63, 0.029825570075
6, 64, 0.0284676433679
6, 65, 0.0281704010079
6, 66, 0.0295208050907
6, 67, 0.0288816200645
6, 68, 0.0288279793078
6, 69, 0.0298632862654
6, 70, 0.0278650161531
6, 71, 0.0296369512823
6, 72, 0.0296692108443
6, 73, 0.0296574500833
6, 74, 0.0268373168283
6, 75, 0.029717604306
6, 76, 0.0293454147913
6, 77, 0.0296808658237
6, 78, 0.0296862918248
6, 79, 0.0293918684737
6, 80, 0.0327653552822
6, 81, 0.0296376731632
6, 82, 0.0293589085238
6, 83, 0.0301027823447
6, 84, 0.0296341101781
6, 85, 0.0276484477108
6, 86, 0.0295899297915
6, 87, 0.0297217588825
6, 88, 0.0293406532681
6, 89, 0.0282905064374
6, 90, 0.0322733253399
6, 91, 0.0296914106007
6, 92, 0.0296996406378
6, 93, 0.0293516737094
6, 94, 0.0296844063555
6, 95, 0.0297717030355
6, 96, 0.0295667203328
6, 97, 0.0296693854596
6, 98, 0.0286756414748
6, 99, 0.0296462968232
6, 100, 0.0292249106368
6, 101, 0.0283242459191
6, 102, 0.028672868787
6, 103, 0.0284675069123
6, 104, 0.0297133665648
6, 105, 0.03127950278
6, 106, 0.0290218948112
6, 107, 0.0296206610339
6, 108, 0.0312855011036
6, 109, 0.0295020019202
6, 110, 0.0295931876163
6, 111, 0.0296146718231
6, 112, 0.0296974459021
6, 113, 0.0296962366888
6, 114, 0.0295764472895
6, 115, 0.0281579659652
6, 116, 0.0288515478295
6, 117, 0.0291840078382
6, 118, 0.0278413169634
6, 119, 0.0296146173918
6, 120, 0.0296711189374
6, 121, 0.0296504732952
6, 122, 0.0280070276053
6, 123, 0.0274164798053
6, 124, 0.0297952582093
6, 125, 0.0293757318485
6, 126, 0.0296344723238
6, 127, 0.0297305315984
6, 128, 0.0297286751596
6, 129, 0.0296226689556
6, 130, 0.0275084904271
6, 131, 0.0273821977599
6, 132, 0.0297354449508
6, 133, 0.0297195507
6, 134, 0.0294607595892
6, 135, 0.028193656919
6, 136, 0.0295208807741
6, 137, 0.0270666910939
6, 138, 0.0312041764981
6, 139, 0.0285778853575
6, 140, 0.0288856291714
6, 141, 0.0295342860465
6, 142, 0.0287710875499
7, 8, 0.0295821312802
7, 9, 0.0291567707215
7, 10, 0.0293586453682
7, 11, 0.0313340185915
7, 12, 0.0297167835189
7, 13, 0.0295371154523
7, 14, 0.0320272336019
7, 15, 0.0278417902925
7, 16, 0.0286208998083
7, 17, 0.0321151575866
7, 18, 0.0297303633194
7, 19, 0.0298003804801
7, 20, 0.0296430213363
7, 21, 0.0295897153076
7, 22, 0.0282583205735
7, 23, 0.0296147220429
7, 24, 0.0296482078901
7, 25, 0.0293095817242
7, 26, 0.0294668451667
7, 27, 0.0331295716485
7, 28, 0.0296558493471
7, 29, 0.0296591322912
7, 30, 0.029176388193
7, 31, 0.030268844345
7, 32, 0.0295455976408
7, 33, 0.029447968707
7, 34, 0.0291101850826
7, 35, 0.0295770273911
7, 36, 0.0296434388791
7, 37, 0.029007599479
7, 38, 0.0295927974791
7, 39, 0.0296396553362
