,X,Y,Z,-40.53099688
118,5.93661335,0.071232851,-55.09637404,
119,5.93661335,0.071833335,-55.76920264,
120,5.93661335,0.07243382,-56.45703212,
121,5.93661335,0.073034304,-57.15936191,
122,5.93661335,0.073634789,-57.87594726,
123,5.93661335,0.074235273,-58.60654742,
124,5.93661335,0.074835758,-59.35092558,
125,5.93661335,0.075436242,-60.10884877,
126,5.93661335,0.076036727,-60.88008784,
127,5.93661335,0.076637211,-61.66441731,
128,5.93661335,0.077237696,-62.46161537,
129,5.93661335,0.07783818,-63.27146379,
130,5.93661335,0.078438665,-64.09374784,
131,5.93661335,0.079039149,-64.92825625,
132,5.93661335,0.079639634,-65.77478109,
133,5.93661335,0.080240118,-66.63311781,
134,5.93661335,0.080840603,-67.50306506,
135,5.93661335,0.081441087,-68.38442471,
136,5.93661335,0.082041572,-69.27700179,
137,5.93661335,0.082642056,-70.18060437,
138,5.93661335,0.083242541,-71.09504359,
139,5.93661335,0.083843025,-72.02013353,
140,5.93661335,0.08444351,-72.9556912,
141,5.93661335,0.085043994,-73.90153646,
142,5.93661335,0.085644479,-74.85749201,
143,5.93661335,0.086244963,-75.8233833,
144,5.93661335,0.086845448,-76.79903848,
145,5.93661335,0.087445932,-77.78428839,
146,5.93661335,0.088046417,-78.77896648,
147,5.93661335,0.088646901,-79.78290875,
148,5.93661335,0.089247386,-80.79595378,
149,5.93661335,0.08984787,-81.81794257,
150,5.93661335,0.090448355,-82.8487186,
151,5.93661335,0.091048839,-83.88812773,
152,5.93661335,0.091649324,-84.9360182,
153,5.93661335,0.092249808,-85.99224051,
154,5.93661335,0.092850293,-87.05664749,
155,5.93661335,0.093450777,-88.12909418,
156,5.93661335,0.094051262,-89.20943782,
157,5.93661335,0.094651746,-90.29753779,
158,5.93661335,0.095252231,-91.4164788,
159,5.93661335,0.095852715,-92.57274059,
160,5.93661335,0.0964532,-93.73732317,
161,5.93661335,0.097053684,-94.91006692,
162,5.93661335,0.097654169,-96.09081483,
163,5.93661335,0.098254653,-97.27941243,
164,5.93661335,0.098855138,-98.47570779,
165,5.93661335,0.099455622,-99.67955141,
166,5.93661335,0.100056107,-100.8907962,
167,5.93661335,0.100656591,-102.1092975,
168,5.93661335,0.101257076,-103.3349129,
169,5.93661335,0.10185756,-104.5675024,
170,5.93661335,0.102458045,-105.806928,
171,5.93661335,0.103058529,-107.0530541,
172,5.93661335,0.103659014,-108.3057473,
173,5.93661335,0.104259498,-109.5648762,
174,5.93661335,0.104859983,-110.8303115,
175,5.93661335,0.105460467,-112.1019261,
176,5.93661335,0.106060952,-113.3795946,
177,5.93661335,0.106661436,-114.6631939,
178,5.93661335,0.107261921,-115.9526026,
179,5.93661335,0.107862405,-117.2477014,
180,5.93661335,0.10846289,-118.5483727,
181,5.93661335,0.109063374,-119.854501,
182,5.93661335,0.109663859,-121.1659722,
183,5.93661335,0.110264343,-122.4826743,
184,5.93661335,0.110864828,-123.804497,
185,5.93661335,0.111465312,-125.1313316,
186,5.93661335,0.112065797,-126.4630712,
187,5.93661335,0.112666281,-127.7996104,
188,5.93661335,0.113266766,-129.1408457,
189,5.93661335,0.11386725,-130.4866748,
190,5.93661335,0.114467735,-131.8369974,
191,5.93661335,0.115068219,-133.1917144,
192,5.93661335,0.115668704,-134.5507285,
193,5.93661335,0.116269188,-135.9139436,
194,5.93661335,0.116869673,-137.2812653,
195,5.93661335,0.117470157,-138.6526006,
196,5.93661335,0.118070642,-140.0278578,
197,5.93661335,0.118671126,-141.4069467,
198,5.93661335,0.119271611,-142.8532704,
199,5.93661335,0.119872095,-144.3109304,
200,5.93661335,0.12047258,-145.7726519,
201,5.93661335,0.121073064,-147.2383329,
202,5.93661335,0.121673549,-148.7078733,
203,5.93661335,0.122274033,-150.1811743,
204,5.93661335,0.122874518,-151.658139,
205,5.93661335,0.123475002,-153.138672,
206,5.93661335,0.124075487,-154.6226794,
207,5.93661335,0.124675971,-156.1100689,
208,5.93661335,0.125276456,-157.6007495,
209,5.93661335,0.12587694,-159.0946321,
210,5.93661335,0.126477425,-160.5916285,
211,5.93661335,0.127077909,-162.0916524,
212,5.93661335,0.127678394,-163.5946187,
213,5.93661335,0.128278878,-165.1004436,
214,5.93661335,0.128879363,-166.6090448,
215,5.93661335,0.129479847,-168.1203412,
216,5.93661335,0.130080332,-169.634253,
217,5.93661335,0.130680816,-171.1507018,
218,5.93661335,0.131281301,-172.6696104,
219,5.93661335,0.131881785,-174.1909027,
220,5.93661335,0.13248227,-175.714504,
221,5.93661335,0.133082754,-177.2403407,
222,5.93661335,0.133683239,-178.7683404,
223,5.93661335,0.134283723,-180.2984318,
224,5.93661335,0.134884208,-181.8305448,
225,5.93661335,0.135484692,-183.3646104,
226,5.93661335,0.136085177,-184.9005606,
227,5.93661335,0.136685661,-186.4383285,
228,5.93661335,0.137286146,-187.9778484,
229,5.93661335,0.13788663,-189.5190555,
230,5.93661335,0.138487115,-191.061886,
231,5.93661335,0.139087599,-192.6062772,
232,5.93661335,0.139688084,-194.1521673,
233,5.93661335,0.140288568,-195.6994956,
234,5.93661335,0.140889053,-197.248202,
235,5.93661335,0.141489537,-198.7982279,
236,5.93661335,0.142090022,-200.3495151,
237,5.93661335,0.142690506,-201.9308388,
238,5.93661335,0.143290991,-203.5663616,
239,5.93661335,0.143891475,-205.2031668,
240,5.93661335,0.14449196,-206.8411893,
241,5.93661335,0.145092444,-208.480365,
242,5.93661335,0.145692929,-210.1206309,
243,5.93661335,0.146293413,-211.7619252,
244,5.93661335,0.146893898,-213.404187,
245,5.93661335,0.147494382,-215.0473564,
246,5.93661335,0.148094867,-216.6913746,
247,5.93661335,0.148695351,-218.3361838,
248,5.93661335,0.149295836,-219.9817271,
249,5.93661335,0.14989632,-221.6279487,
250,10.65729385,0.00037568,-143.8708421,
251,10.65729385,0.000976164,-140.6134586,
252,10.65729385,0.001576649,-137.4225454,
253,10.65729385,0.002177133,-134.2988406,
254,10.65729385,0.002777618,-131.2417539,
255,10.65729385,0.003378102,-128.2505057,
256,10.65729385,0.003978587,-125.3242737,
257,10.65729385,0.004579071,-122.4622276,
258,10.65729385,0.005179556,-119.6635409,
259,10.65729385,0.00578004,-116.927395,
260,10.65729385,0.006380525,-114.2529807,
261,10.65729385,0.006981009,-111.6394997,
262,10.65729385,0.007581494,-109.0861643,
263,10.65729385,0.008181978,-106.5921979,
264,10.65729385,0.008782463,-104.1568348,
265,10.65729385,0.009382947,-101.7793201,
266,10.65729385,0.009983432,-99.45890988,
267,10.65729385,0.010583916,-97.1948706,
268,10.65729385,0.011184401,-94.98647932,
269,10.65729385,0.011784885,-92.83302337,
270,10.65729385,0.01238537,-90.73380026,
271,10.65729385,0.012985854,-88.68811745,
272,10.65729385,0.013586339,-86.69529227,
273,10.65729385,0.014186823,-84.75465169,
274,10.65729385,0.014787308,-82.8655322,
275,10.65729385,0.015387792,-81.02727963,
276,10.65729385,0.015988277,-79.23924903,
277,10.65729385,0.016588761,-77.50080448,
278,10.65729385,0.017189246,-75.81131897,
279,10.65729385,0.01778973,-74.17017422,
280,10.65729385,0.018390215,-72.57676059,
281,10.65729385,0.018990699,-71.03047687,
282,10.65729385,0.019591184,-69.53073021,
283,10.65729385,0.020191668,-68.07693593,
284,10.65729385,0.020792153,-66.66851741,
285,10.65729385,0.021392637,-65.30490596,
286,10.65729385,0.021993122,-63.98554068,
287,10.65729385,0.022593606,-62.70986836,
288,10.65729385,0.023194091,-61.47734332,
289,10.65729385,0.023794575,-60.28742731,
290,10.65729385,0.02439506,-59.13958939,
291,10.65729385,0.024995544,-58.03330579,
292,10.65729385,0.025596029,-56.96805986,
293,10.65729385,0.026196513,-55.94334187,
294,10.65729385,0.026796998,-54.95864895,
295,10.65729385,0.027397482,-54.013485,
296,10.65729385,0.027997967,-53.10736052,
297,10.65729385,0.028598451,-52.23979257,
298,10.65729385,0.029198936,-51.41030462,
299,10.65729385,0.02979942,-50.61842649,
300,10.65729385,0.030399905,-49.86369422,
301,10.65729385,0.031000389,-49.14564998,
302,10.65729385,0.031600874,-48.46384198,
303,10.65729385,0.032201358,-47.81782439,
304,10.65729385,0.032801843,-47.20715721,
305,10.65729385,0.033402327,-46.63140623,
306,10.65729385,0.034002812,-46.09014289,
307,10.65729385,0.034603296,-45.58294423,
308,10.65729385,0.035203781,-45.10939279,
309,10.65729385,0.035804265,-44.66907654,
310,10.65729385,0.03640475,-44.26158878,
311,10.65729385,0.037005234,-43.88652806,
312,10.65729385,0.037605719,-43.54349812,
313,10.65729385,0.038206203,-43.23210778,
314,10.65729385,0.038806688,-42.95197091,
315,10.65729385,0.039407172,-42.7027063,
316,10.65729385,0.040007657,-42.48393762,
317,10.65729385,0.040608141,-42.29529337,
318,10.65729385,0.041208626,-42.13640674,
319,10.65729385,0.04180911,-42.0069156,
320,10.65729385,0.042409595,-41.90646241,
321,10.65729385,0.043010079,-41.82072565,
322,10.65729385,0.043610564,-41.75836659,
323,10.65729385,0.044211048,-41.72772658,
324,10.65729385,0.044811533,-41.72839626,
325,10.65729385,0.045412017,-41.75997156,
326,10.65729385,0.046012502,-41.82205379,
327,10.65729385,0.046612986,-41.91424956,
328,10.65729385,0.047213471,-42.03617069,
329,10.65729385,0.047813955,-42.18743419,
330,10.65729385,0.04841444,-42.36766212,
331,10.65729385,0.049014924,-42.57648155,
332,10.65729385,0.049615409,-42.81352445,
333,10.65729385,0.050215893,-43.07842765,
334,10.65729385,0.050816378,-43.37083276,
335,10.65729385,0.051416862,-43.69038607,
336,10.65729385,0.052017347,-44.03673853,
337,10.65729385,0.052617831,-44.40954561,
338,10.65729385,0.053218316,-44.80846729,
339,10.65729385,0.0538188,-45.23316799,
340,10.65729385,0.054419285,-45.68331646,
341,10.65729385,0.055019769,-46.15858575,
342,10.65729385,0.055620254,-46.65865314,
343,10.65729385,0.056220738,-47.18320008,
344,10.65729385,0.056821223,-47.73191213,
345,10.65729385,0.057421707,-48.30447886,
346,10.65729385,0.058022192,-48.90059386,
347,10.65729385,0.058622676,-49.51995462,
348,10.65729385,0.059223161,-50.16226252,
349,10.65729385,0.059823645,-50.82722273,
350,10.65729385,0.06042413,-51.51454418,
351,10.65729385,0.061024614,-52.22393951,
352,10.65729385,0.061625099,-52.955125,
353,10.65729385,0.062225583,-53.70782052,
354,10.65729385,0.062826068,-54.48174949,
355,10.65729385,0.063426552,-55.2766388,
356,10.65729385,0.064027037,-56.09221881,
357,10.65729385,0.064627521,-56.92822325,
358,10.65729385,0.065228006,-57.7843892,
359,10.65729385,0.06582849,-58.66045703,
360,10.65729385,0.066428975,-59.55617037,
361,10.65729385,0.067029459,-60.47127603,
362,10.65729385,0.067629944,-61.405524,
363,10.65729385,0.068230428,-62.35866736,
364,10.65729385,0.068830913,-63.33046227,
365,10.65729385,0.069431397,-64.3206679,
366,10.65729385,0.070031882,-65.32904643,
367,10.65729385,0.070632366,-66.35536295,
368,10.65729385,0.071232851,-67.39938546,
369,10.65729385,0.071833335,-68.46088482,
370,10.65729385,0.07243382,-69.5396347,
371,10.65729385,0.073034304,-70.63541157,
372,10.65729385,0.073634789,-71.74799461,
373,10.65729385,0.074235273,-72.87716572,
374,10.65729385,0.074835758,-74.02270946,
375,10.65729385,0.075436242,-75.18441303,
376,10.65729385,0.076036727,-76.3620662,
377,10.65729385,0.076637211,-77.55546132,
378,10.65729385,0.077237696,-78.76439324,
379,10.65729385,0.07783818,-79.98865932,
380,10.65729385,0.078438665,-81.22805934,
381,10.65729385,0.079039149,-82.48239554,
382,10.65729385,0.079639634,-83.75147252,
383,10.65729385,0.080240118,-85.03509724,
384,10.65729385,0.080840603,-86.33307898,
385,10.65729385,0.081441087,-87.64522931,
386,10.65729385,0.082041572,-88.97136208,
387,10.65729385,0.082642056,-90.31129334,
388,10.65729385,0.083242541,-91.66484136,
389,10.65729385,0.083843025,-93.03182657,
390,10.65729385,0.08444351,-94.41207156,
391,10.65729385,0.085043994,-95.805401,
392,10.65729385,0.085644479,-97.25999696,
393,10.65729385,0.086244963,-98.7556378,
394,10.65729385,0.086845448,-100.2655959,
395,10.65729385,0.087445932,-101.7896688,
396,10.65729385,0.088046417,-103.3276566,
397,10.65729385,0.088646901,-104.879362,
398,10.65729385,0.089247386,-106.4445901,
399,10.65729385,0.08984787,-108.0231486,
400,10.65729385,0.090448355,-109.6148476,
401,10.65729385,0.091048839,-111.2194994,
402,10.65729385,0.091649324,-112.8369189,
403,10.65729385,0.092249808,-114.4669232,
404,10.65729385,0.092850293,-116.1093316,
405,10.65729385,0.093450777,-117.763966,
406,10.65729385,0.094051262,-119.4306501,
407,10.65729385,0.094651746,-121.10921,
408,10.65729385,0.095252231,-122.7994741,
409,10.65729385,0.095852715,-124.5012727,
410,10.65729385,0.0964532,-126.2144384,
411,10.65729385,0.097053684,-127.9388056,
412,10.65729385,0.097654169,-129.6742112,
413,10.65729385,0.098254653,-131.4204936,
414,10.65729385,0.098855138,-133.1774937,
415,10.65729385,0.099455622,-134.9450539,
416,10.65729385,0.100056107,-136.723019,
417,10.65729385,0.100656591,-138.5112352,
418,10.65729385,0.101257076,-140.3095511,
419,10.65729385,0.10185756,-142.1178167,
420,10.65729385,0.102458045,-143.9358843,
421,10.65729385,0.103058529,-145.7636077,
422,10.65729385,0.103659014,-147.6008424,
423,10.65729385,0.104259498,-149.4474461,
424,10.65729385,0.104859983,-151.3032778,
425,10.65729385,0.105460467,-153.1681983,
426,10.65729385,0.106060952,-155.0420704,
427,10.65729385,0.106661436,-156.9247582,
428,10.65729385,0.107261921,-158.8161277,
429,10.65729385,0.107862405,-160.7160463,
430,10.65729385,0.10846289,-162.6243832,
431,10.65729385,0.109063374,-164.5410091,
432,10.65729385,0.109663859,-166.4657964,
433,10.65729385,0.110264343,-168.3986187,
434,10.65729385,0.110864828,-170.3393515,
435,10.65729385,0.111465312,-172.2878716,
436,10.65729385,0.112065797,-174.2440574,
437,10.65729385,0.112666281,-176.2077885,
438,10.65729385,0.113266766,-178.1789464,
439,10.65729385,0.11386725,-180.1574135,
440,10.65729385,0.114467735,-182.1430741,
441,10.65729385,0.115068219,-184.1358135,
442,10.65729385,0.115668704,-186.1355186,
443,10.65729385,0.116269188,-188.1420775,
444,10.65729385,0.116869673,-190.1553798,
445,10.65729385,0.117470157,-192.1753163,
446,10.65729385,0.118070642,-194.2017791,
447,10.65729385,0.118671126,-196.2346617,
448,10.65729385,0.119271611,-198.2738587,
449,10.65729385,0.119872095,-200.3192661,
450,10.65729385,0.12047258,-202.3707809,
451,10.65729385,0.121073064,-204.4283017,
452,10.65729385,0.121673549,-206.4917281,
453,10.65729385,0.122274033,-208.5609607,
454,10.65729385,0.122874518,-210.6359015,
455,10.65729385,0.123475002,-212.7164537,
456,10.65729385,0.124075487,-214.8025215,
457,10.65729385,0.124675971,-216.8940103,
458,10.65729385,0.125276456,-218.9908266,
459,10.65729385,0.12587694,-221.0928779,
460,10.65729385,0.126477425,-223.200073,
461,10.65729385,0.127077909,-225.3123217,
462,10.65729385,0.127678394,-227.4295347,
463,10.65729385,0.128278878,-229.6329326,
464,10.65729385,0.128879363,-231.8851728,
465,10.65729385,0.129479847,-234.1428296,
466,10.65729385,0.130080332,-236.4057996,
467,10.65729385,0.130680816,-238.6739807,
468,10.65729385,0.131281301,-240.9472719,
469,10.65729385,0.131881785,-243.2255739,
470,10.65729385,0.13248227,-245.5087881,
471,10.65729385,0.133082754,-247.7968175,
472,10.65729385,0.133683239,-250.0895663,
473,10.65729385,0.134283723,-252.3869397,
474,10.65729385,0.134884208,-254.6888443,
475,10.65729385,0.135484692,-256.9951877,
476,10.65729385,0.136085177,-259.3058787,
477,10.65729385,0.136685661,-261.6208274,
478,10.65729385,0.137286146,-263.9399449,
479,10.65729385,0.13788663,-266.2631432,
480,10.65729385,0.138487115,-268.5903358,
481,10.65729385,0.139087599,-270.9214369,
482,10.65729385,0.139688084,-273.2563621,
483,10.65729385,0.140288568,-275.5950278,
484,10.65729385,0.140889053,-277.9373515,
485,10.65729385,0.141489537,-280.2832518,
486,10.65729385,0.142090022,-282.6326482,
487,10.65729385,0.142690506,-284.9854614,
488,10.65729385,0.143290991,-287.3416128,
489,10.65729385,0.143891475,-289.7010249,
490,10.65729385,0.14449196,-292.0636213,
491,10.65729385,0.145092444,-294.4293263,
492,10.65729385,0.145692929,-296.7980653,
493,10.65729385,0.146293413,-299.1697646,
494,10.65729385,0.146893898,-301.5443514,
495,10.65729385,0.147494382,-303.9217536,
496,10.65729385,0.148094867,-306.3019004,
497,10.65729385,0.148695351,-308.6847215,
498,10.65729385,0.149295836,-311.0701477,
499,10.65729385,0.14989632,-313.4581105,
500,15.37797434,0.00037568,-143.8001184,
501,15.37797434,0.000976164,-140.4415411,
502,15.37797434,0.001576649,-137.1502261,
503,15.37797434,0.002177133,-133.9280217,
504,15.37797434,0.002777618,-130.7746293,
505,15.37797434,0.003378102,-127.6893946,
506,15.37797434,0.003978587,-124.6715694,
507,15.37797434,0.004579071,-121.7203779,
508,15.37797434,0.005179556,-118.8350374,
509,15.37797434,0.00578004,-116.0147679,
510,15.37797434,0.006380525,-113.2587952,
511,15.37797434,0.006981009,-110.5663529,
512,15.37797434,0.007581494,-107.9366836,
513,15.37797434,0.008181978,-105.369039,
514,15.37797434,0.008782463,-102.8626802,
515,15.37797434,0.009382947,-100.4168779,
516,15.37797434,0.009983432,-98.03091222,
517,15.37797434,0.010583916,-95.70407275,
518,15.37797434,0.011184401,-93.43565843,
519,15.37797434,0.011784885,-91.22497741,
520,15.37797434,0.01238537,-89.071347,
521,15.37797434,0.012985854,-86.97409348,
522,15.37797434,0.013586339,-84.93255204,
523,15.37797434,0.014186823,-82.94606658,
524,15.37797434,0.014787308,-81.01398964,
525,15.37797434,0.015387792,-79.13568223,
526,15.37797434,0.015988277,-77.31051374,
527,15.37797434,0.016588761,-75.53786177,
528,15.37797434,0.017189246,-73.81711203,
529,15.37797434,0.01778973,-72.14765823,
530,15.37797434,0.018390215,-70.52890191,
531,15.37797434,0.018990699,-68.96025236,
532,15.37797434,0.019591184,-67.44112649,
533,15.37797434,0.020191668,-65.97094871,
534,15.37797434,0.020792153,-64.54915082,
535,15.37797434,0.021392637,-63.17517188,
536,15.37797434,0.021993122,-61.84845814,
537,15.37797434,0.022593606,-60.56846287,
538,15.37797434,0.023194091,-59.33464632,
539,15.37797434,0.023794575,-58.14647556,
540,15.37797434,0.02439506,-57.0034244,
541,15.37797434,0.024995544,-55.9049733,
542,15.37797434,0.025596029,-54.85060925,
543,15.37797434,0.026196513,-53.83982566,
544,15.37797434,0.026796998,-52.87212232,
545,15.37797434,0.027397482,-51.94700523,
546,15.37797434,0.027997967,-51.06398657,
547,15.37797434,0.028598451,-50.22258458,
548,15.37797434,0.029198936,-49.42232347,
549,15.37797434,0.02979942,-48.66273332,
550,15.37797434,0.030399905,-47.94335005,
551,15.37797434,0.031000389,-47.26371525,
552,15.37797434,0.031600874,-46.62337617,
553,15.37797434,0.032201358,-46.0218856,
554,15.37797434,0.032801843,-45.45880179,
555,15.37797434,0.033402327,-44.9336884,
556,15.37797434,0.034002812,-44.44611437,
557,15.37797434,0.034603296,-43.99565391,
558,15.37797434,0.035203781,-43.58188636,
559,15.37797434,0.035804265,-43.20439617,
560,15.37797434,0.03640475,-42.86277276,
561,15.37797434,0.037005234,-42.55661055,
562,15.37797434,0.037605719,-42.28550878,
563,15.37797434,0.038206203,-42.04907152,
564,15.37797434,0.038806688,-41.84690757,
565,15.37797434,0.039407172,-41.67863039,
566,15.37797434,0.040007657,-41.54385803,
567,15.37797434,0.040608141,-41.44221311,
568,15.37797434,0.041208626,-41.37332269,
569,15.37797434,0.04180911,-41.33681827,
570,15.37797434,0.042409595,-41.33233567,
571,15.37797434,0.043010079,-41.35951503,
572,15.37797434,0.043610564,-41.41800068,
573,15.37797434,0.044211048,-41.50744117,
574,15.37797434,0.044811533,-41.62748913,
575,15.37797434,0.045412017,-41.77780125,
576,15.37797434,0.046012502,-41.95803823,
577,15.37797434,0.046612986,-42.16786473,
578,15.37797434,0.047213471,-42.40694928,
579,15.37797434,0.047813955,-42.67496427,
580,15.37797434,0.04841444,-42.97158585,
581,15.37797434,0.049014924,-43.29649394,
582,15.37797434,0.049615409,-43.64937214,
583,15.37797434,0.050215893,-44.02990766,
584,15.37797434,0.050816378,-44.43779134,
585,15.37797434,0.051416862,-44.87271753,
586,15.37797434,0.052017347,-45.33438408,
587,15.37797434,0.052617831,-45.8224923,
588,15.37797434,0.053218316,-46.33674688,
589,15.37797434,0.0538188,-46.87685589,
590,15.37797434,0.054419285,-47.44253068,
591,15.37797434,0.055019769,-48.03348591,
592,15.37797434,0.055620254,-48.64943942,
593,15.37797434,0.056220738,-49.29011226,
594,15.37797434,0.056821223,-49.95522862,
595,15.37797434,0.057421707,-50.64451578,
596,15.37797434,0.058022192,-51.35770408,
597,15.37797434,0.058622676,-52.09452689,
598,15.37797434,0.059223161,-52.85472055,
599,15.37797434,0.059823645,-53.63802435,
600,15.37797434,0.06042413,-54.44418046,
601,15.37797434,0.061024614,-55.27293397,
602,15.37797434,0.061625099,-56.13132548,
603,15.37797434,0.062225583,-57.04505709,
604,15.37797434,0.062826068,-57.98367598,
605,15.37797434,0.063426552,-58.94687917,
606,15.37797434,0.064027037,-59.93437529,
607,15.37797434,0.064627521,-60.94587711,
608,15.37797434,0.065228006,-61.98110089,
609,15.37797434,0.06582849,-63.03976624,
610,15.37797434,0.066428975,-64.12159606,
611,15.37797434,0.067029459,-65.22631646,
612,15.37797434,0.067629944,-66.35365673,
613,15.37797434,0.068230428,-67.50334927,
614,15.37797434,0.068830913,-68.67512958,
615,15.37797434,0.069431397,-69.86873619,
616,15.37797434,0.070031882,-71.08391063,
617,15.37797434,0.070632366,-72.32039739,
618,15.37797434,0.071232851,-73.57794389,
619,15.37797434,0.071833335,-74.85630044,
620,15.37797434,0.07243382,-76.15522017,
621,15.37797434,0.073034304,-77.47445903,
622,15.37797434,0.073634789,-78.81377577,
623,15.37797434,0.074235273,-80.17293183,
624,15.37797434,0.074835758,-81.55169138,
625,15.37797434,0.075436242,-82.94982124,
626,15.37797434,0.076036727,-84.36709089,
627,15.37797434,0.076637211,-85.80327238,
628,15.37797434,0.077237696,-87.25814032,
629,15.37797434,0.07783818,-88.73147189,
630,15.37797434,0.078438665,-90.22304673,
631,15.37797434,0.079039149,-91.73264697,
632,15.37797434,0.079639634,-93.26005716,
633,15.37797434,0.080240118,-94.80506427,
634,15.37797434,0.080840603,-96.36745764,
635,15.37797434,0.081441087,-97.94702897,
